10,9,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4
10,10,9,8,7,7,6,6,6,5,5,5,5,4,4,4,4,4,3
10,10,9,9,8,8,7,7,6,6,5,5,5,5,4,4,4,4,4
10,10,8,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,3
10,10,9,8,8,7,7,7,6,5,5,5,5,5,4,4,4,4,4
10,10,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3
10,10,9,8,8,8,7,7,7,6,7,6,6,6,6,6,5,5,5
10,8,7,7,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3
10,10,10,9,8,7,6,6,6,5,5,5,4,4,4,4,4,3,3
10,10,10,8,7,6,5,5,4,4,4,4,4,3,3,3,3,3,3
10,10,8,7,7,6,7,7,6,6,5,5,5,5,4,4,4,4,3
10,10,7,7,6,6,6,6,6,6,5,5,5,5,5,4,5,4,5
10,10,10,8,7,7,7,7,7,6,6,6,5,5,5,4,4,4,3
10,9,8,8,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4
10,9,8,7,7,6,5,6,5,5,5,5,4,4,4,3,3,3,3
10,10,8,7,7,7,6,5,5,5,4,4,4,4,4,3,3,3,3
10,9,7,7,7,6,6,5,5,5,4,4,4,4,3,3,3,3,3
